Zipcode,company_count,percentage
W6 7NL,2,0.0
W6 9PE,2,0.0
WA 6000,2,0.0
WA3 7WD,2,0.0
WA8 OGG,2,0.0
WC1E 6JA,2,0.0
WC1V 6XX,2,0.0
WC1V7AA,2,0.0
WC1X 9,2,0.0
WC2B 6NH,2,0.0
WC2N 4AZ,2,0.0
WC2N 5BW,2,0.0
WC2N 6HT,2,0.0
WC2R 3LA,2,0.0
WD17 1HP,2,0.0
WD18 8PX,2,0.0
WD6 4PJ,2,0.0
WF9 3AP,2,0.0
WN6 9AB,2,0.0
WS11 8LL,2,0.0
WV10 7BT,2,0.0
WY 82001,2,0.0
YO26 6RW,2,0.0
ZPC,2,0.0
######,1,0.0
#03-01,1,0.0
#25-08,1,0.0
"'-'",1,0.0
(032167),1,0.0
(28791),1,0.0
(56550),1,0.0
(64270),1,0.0
(BS1 6XN),1,0.0
(TQ9 5HN,1,0.0
"), FI-0024",1,0.0
-	1217WC,1,0.0
-	3331 MA,1,0.0
-----,1,0.0
.L - 8399,1,0.0
00 020,1,0.0
00 100,1,0.0
00 325,1,0.0
00 478,1,0.0
00-028,1,0.0
00-078,1,0.0
00-105,1,0.0
00-116,1,0.0
00-124,1,0.0
00-127,1,0.0
00-133,1,0.0
00-277,1,0.0
00-322,1,0.0
00-344,1,0.0
00-375,1,0.0
00-400,1,0.0
00-446,1,0.0
00-490,1,0.0
00-498,1,0.0
00-535,1,0.0
00-546,1,0.0
00-589,1,0.0
00-641,1,0.0
00-666,1,0.0
00-684,1,0.0
00-716,1,0.0
00-727,1,0.0
00-801,1,0.0
00-838,1,0.0
00-844,1,0.0
00-854,1,0.0
00-867,1,0.0
00-906,1,0.0
00-927,1,0.0
00-955,1,0.0
00/839,1,0.0
0000 10178,1,0.0
0000000,1,0.0
000000000,1,0.0
00014,1,0.0
00018,1,0.0
00020,1,0.0
0003,1,0.0
00030,1,0.0
00038,1,0.0
0004,1,0.0
00042,1,0.0
00043,1,0.0
00044,1,0.0
0005,1,0.0
00057,1,0.0
00058,1,0.0
00079,1,0.0
001,1,0.0
001 BP457,1,0.0
00121,1,0.0
00122,1,0.0
00123,1,0.0
00127,1,0.0
0013,1,0.0
00132,1,0.0
00135,1,0.0
00136,1,0.0
00141,1,0.0
00142,1,0.0
00143,1,0.0
00152,1,0.0
00159,1,0.0
00163,1,0.0
00165,1,0.0
00167,1,0.0
00170,1,0.0
00171,1,0.0
00182,1,0.0
00183,1,0.0
00189,1,0.0
00191,1,0.0
00192,1,0.0
00199,1,0.0
00220,1,0.0
00225,1,0.0
00241,1,0.0
00260,1,0.0
003,1,0.0
00320,1,0.0
00340,1,0.0
00370,1,0.0
00390,1,0.0
00411,1,0.0
0044,1,0.0
00452,1,0.0
00496,1,0.0
00500,1,0.0
00501,1,0.0
00521,1,0.0
0053,1,0.0
00531,1,0.0
00560,1,0.0
00601,1,0.0
00606,1,0.0
00621,1,0.0
00701,1,0.0
00740,1,0.0
00760,1,0.0
00811,1,0.0
00850,1,0.0
00852,1,0.0
00880,1,0.0
00906,1,0.0
00909,1,0.0
00962,1,0.0
00CT18 8,1,0.0
01 700,1,0.0
01-209,1,0.0
01-231,1,0.0
01-330,1,0.0
01-494,1,0.0
01-515,1,0.0
01-524,1,0.0
01-531,1,0.0
01-651,1,0.0
01-685,1,0.0
01.310-200,1,0.0
010 00,1,0.0
010011,1,0.0
01002,1,0.0
01004,1,0.0
01005,1,0.0
01015,1,0.0
010164,1,0.0
01020,1,0.0
010201,1,0.0
01022,1,0.0
01032,1,0.0
01033,1,0.0
010472,1,0.0
010493,1,0.0
0105,1,0.0
010501,1,0.0
01059,1,0.0
0107,1,0.0
0109,1,0.0
0110,1,0.0
01101,1,0.0
01103,1,0.0
01104,1,0.0
011066,1,0.0
01110,1,0.0
01116,1,0.0
011171,1,0.0
011179,1,0.0
01121,1,0.0
01159,1,0.0
0116,1,0.0
01160,1,0.0
01170,1,0.0
011756,1,0.0
01206,1,0.0
01207,1,0.0
01260,1,0.0
01279,1,0.0
01290,1,0.0
013 22,1,0.0
013 32,1,0.0
0130,1,0.0
01313,1,0.0
013152,1,0.0
01342,1,0.0
01350,1,0.0
013604,1,0.0
01370,1,0.0
01380,1,0.0
013997,1,0.0
01401,1,0.0
01420,1,0.0
014254,1,0.0
01434,1,0.0
01440,1,0.0
01445,1,0.0
01452-001,1,0.0
01454,1,0.0
01458,1,0.0
01460,1,0.0
01468,1,0.0
01470,1,0.0
0150,1,0.0
01501,1,0.0
0151,1,0.0
01510,1,0.0
01511,1,0.0
01513,1,0.0
0154,1,0.0
01540,1,0.0
01580,1,0.0
01590,1,0.0
0160,1,0.0
01600,1,0.0
01612,1,0.0
01616,1,0.0
01619,1,0.0
01621,1,0.0
01640,1,0.0
0165,1,0.0
01650,1,0.0
0166,1,0.0
01662,1,0.0
0167,1,0.0
01670,1,0.0
01680,1,0.0
01683,1,0.0
017 01,1,0.0
017000,1,0.0
01701,1,0.0
01707,1,0.0
0172,1,0.0
01750,1,0.0
01752,1,0.0
01774,1,0.0
0179,1,0.0
01800,1,0.0
01803,1,0.0
01809,1,0.0
01810,1,0.0
0182,1,0.0
0183,1,0.0
0184,1,0.0
0185,1,0.0
01851,1,0.0
01854,1,0.0
01863,1,0.0
0187,1,0.0
01877,1,0.0
0188,1,0.0
01880,1,0.0
01886,1,0.0
01934,1,0.0
01936,1,0.0
01968,1,0.0
01987,1,0.0
02 256,1,0.0
02-044,1,0.0
02-055,1,0.0
02-109,1,0.0
02-146,1,0.0
02-188,1,0.0
02-220,1,0.0
02-267,1,0.0
02-277,1,0.0
02-306,1,0.0
02-342,1,0.0
02-349,1,0.0
02-384,1,0.0
02-482,1,0.0
02-486,1,0.0
02-513,1,0.0
02-516,1,0.0
02-566,1,0.0
02-610,1,0.0
02-662,1,0.0
02-663,1,0.0
02-668,1,0.0
02-675,1,0.0
02-682,1,0.0
02-697,1,0.0
02-729,1,0.0
02-739,1,0.0
02-796,1,0.0
02-819,1,0.0
02-943,1,0.0
02-954,1,0.0
02-967,1,0.0
02007,1,0.0
020146,1,0.0
020281,1,0.0
020337,1,0.0
02044,1,0.0
02062,1,0.0
02064,1,0.0
02080,1,0.0
020894,1,0.0
02134,1,0.0
02139-4169,1,0.0
02140,1,0.0
021414,1,0.0
02157,1,0.0
02163,1,0.0
02170,1,0.0
021806,1,0.0
02181,1,0.0
02184,1,0.0
02190,1,0.0
02200,1,0.0
02210,1,0.0
02240,1,0.0
0225,1,0.0
022563,1,0.0
02302,1,0.0
02350,1,0.0
02354,1,0.0
023587,1,0.0
02360,1,0.0
024004,1,0.0
02430,1,0.0
02470,1,0.0
02486,1,0.0
02494,1,0.0
02495,1,0.0
0251,1,0.0
0255,1,0.0
02590,1,0.0
026 01,1,0.0
02601,1,0.0
02620,1,0.0
02625,1,0.0
02627,1,0.0
02630,1,0.0
0264,1,0.0
02651,1,0.0
02689,1,0.0
02690,1,0.0
02736,1,0.0
02739,1,0.0
02744,1,0.0
0275,1,0.0
02754,1,0.0
02760,1,0.0
02770,1,0.0
0279,1,0.0
02797,1,0.0
02820,1,0.0
02880,1,0.0
02887,1,0.0
029-55,1,0.0
02906,1,0.0
02957,1,0.0
02964,1,0.0
03 285,1,0.0
03-236,1,0.0
03-371,1,0.0
03-719,1,0.0
03-893,1,0.0
03-924,1,0.0
03-984,1,0.0
03-987,1,0.0
030-000,1,0.0
03000,1,0.0
030001,1,0.0
03001,1,0.0
030011,1,0.0
030018,1,0.0
03002,1,0.0
03006,1,0.0
03022,1,0.0
03029,1,0.0
0303,1,0.0
03042,1,0.0
03046,1,0.0
03051,1,0.0
0307,1,0.0
03071,1,0.0
03105-0326,1,0.0
03110,1,0.0
03154,1,0.0
03162,1,0.0
03169,1,0.0
03179,1,0.0
03181,1,0.0
03187,1,0.0
03205,1,0.0
03206,1,0.0
032133,1,0.0
032167,1,0.0
03222,1,0.0
03226,1,0.0
03230,1,0.0
032431,1,0.0
03253,1,0.0
03260,1,0.0
03261,1,0.0
03290,1,0.0
032982,1,0.0
03350,1,0.0
03370,1,0.0
034044,1,0.0
03410,1,0.0
03450,1,0.0
0349,1,0.0
03500,1,0.0
03503,1,0.0
03510,1,0.0
03516,1,0.0
03550,1,0.0
03578,1,0.0
03580,1,0.0
03581,1,0.0
03590,1,0.0
03599,1,0.0
03630,1,0.0
0369,1,0.0
03690,1,0.0
03709,1,0.0
0371,1,0.0
03720,1,0.0
03725,1,0.0
03727,1,0.0
03766,1,0.0
0379,1,0.0
03800,1,0.0
03885,1,0.0
038987,1,0.0
038988,1,0.0
04-088,1,0.0
04-242,1,0.0
04-355,1,0.0
040 23,1,0.0
04007,1,0.0
0401,1,0.0
04012,1,0.0
04020,1,0.0
04023,1,0.0
040236,1,0.0
04105,1,0.0
04110,1,0.0
04114,1,0.0
04134,1,0.0
04146,1,0.0
04155,1,0.0
04158,1,0.0
04159,1,0.0
04178,1,0.0
04179,1,0.0
04200,1,0.0
04204,1,0.0
04249,1,0.0
04300,1,0.0
04328,1,0.0
04543-011,1,0.0
04543-121,1,0.0
04552,1,0.0
0459,1,0.0
0461,1,0.0
04618,1,0.0
04626,1,0.0
04639,1,0.0
04689,1,0.0
04727,1,0.0
0478,1,0.0
04794-000,1,0.0
04799,1,0.0
04808,1,0.0
04810,1,0.0
04817 ZJ,1,0.0
04827,1,0.0
048424,1,0.0
048545,1,0.0
04860,1,0.0
048619,1,0.0
048623,1,0.0
04867,1,0.0
04880,1,0.0
04886,1,0.0
048946,1,0.0
04916,1,0.0
049213,1,0.0
04924,1,0.0
049315,1,0.0
049317,1,0.0
049483,1,0.0
049907,1,0.0
05-077,1,0.0
05-200,1,0.0
05-307,1,0.0
05-400,1,0.0
05-530,1,0.0
05-825,1,0.0
05-830,1,0.0
05-840,1,0.0
05-860,1,0.0
05-870,1,0.0
050021,1,0.0
05004-000,1,0.0
05013,1,0.0
05026,1,0.0
0504,1,0.0
05075,1,0.0
0509,1,0.0
05090,1,0.0
0510,1,0.0
051531,1,0.0
052 01,1,0.0
052167,1,0.0
0522,1,0.0
05300,1,0.0
05314,1,0.0
054,1,0.0
05400,1,0.0
0555,1,0.0
0578,1,0.0
058 01,1,0.0
0581,1,0.0
05830,1,0.0
058562,1,0.0
059567,1,0.0
059818,1,0.0
06-300,1,0.0
06-400,1,0.0
06-500,1,0.0
06001,1,0.0
060021,1,0.0
06006,1,0.0
06010,1,0.0
06023,1,0.0
06034,1,0.0
06035,1,0.0
06038,1,0.0
06039,1,0.0
06049,1,0.0
06059,1,0.0
06061,1,0.0
06065,1,0.0
06067,1,0.0
06073,1,0.0
06106,1,0.0
061075,1,0.0
06116,1,0.0
061172,1,0.0
06118,1,0.0
06121,1,0.0
06127,1,0.0
06129,1,0.0
06134,1,0.0
0614,1,0.0
06150,1,0.0
06152,1,0.0
06153,1,0.0
06179,1,0.0
0618,1,0.0
06205,1,0.0
06208,1,0.0
06224,1,0.0
06226,1,0.0
06230,1,0.0
06231,1,0.0
06236,1,0.0
06240,1,0.0
06259,1,0.0
06295,1,0.0
06299,1,0.0
063000,1,0.0
06317,1,0.0
06340,1,0.0
0635PC,1,0.0
06369,1,0.0
06401,1,0.0
06406,1,0.0
06430,1,0.0
06455,1,0.0
06460,1,0.0
06470,1,0.0
06478,1,0.0
06484,1,0.0
06492,1,0.0
06513,1,0.0
06543,1,0.0
065513,1,0.0
06561,1,0.0
066 01,1,0.0
06647,1,0.0
06653,1,0.0
06667,1,0.0
06670,1,0.0
06679,1,0.0
0668,1,0.0
06690,1,0.0
06722,1,0.0
06740,1,0.0
06750,1,0.0
067749,1,0.0
06780,1,0.0
06792,1,0.0
06797,1,0.0
06856,1,0.0
06861,1,0.0
06870,1,0.0
068805,1,0.0
068809,1,0.0
06886,1,0.0
06889,1,0.0
068898,1,0.0
06890,1,0.0
069 01,1,0.0
06901,1,0.0
06902,1,0.0
06935,1,0.0
07,1,0.0
07-130,1,0.0
07-320,1,0.0
07-322,1,0.0
07-324,1,0.0
07001,1,0.0
07004,1,0.0
07014,1,0.0
07025,1,0.0
07029,1,0.0
07033,1,0.0
07066,1,0.0
071 01,1,0.0
07130,1,0.0
07156,1,0.0
07183,1,0.0
07190,1,0.0
07207,1,0.0
07230,1,0.0
07240,1,0.0
07270,1,0.0
07290,1,0.0
07300,1,0.0
07318,1,0.0
07325,1,0.0
07338,1,0.0
07356,1,0.0
07370,1,0.0
0740,1,0.0
07430,1,0.0
07446,1,0.0
07480,1,0.0
075100,1,0.0
07580,1,0.0
076 01,1,0.0
07610,1,0.0
07620,1,0.0
077145,1,0.0
07747,1,0.0
07751,1,0.0
07764,1,0.0
07806,1,0.0
07850,1,0.0
078881,1,0.0
07907,1,0.0
07940,1,0.0
07973,1,0.0
08010,1,0.0
08011,1,0.0
08024,1,0.0
08027,1,0.0
080290,1,0.0
080307,1,0.0
08037,1,0.0
08038,1,0.0
08039,1,0.0
08041,1,0.0
08042,1,0.0
08064,1,0.0
08069,1,0.0
08101,1,0.0
08104,1,0.0
08105,1,0.0
08107,1,0.0
08144,1,0.0
0816-01461,1,0.0
081717155,1,0.0
08173,1,0.0
08180,1,0.0
08181,1,0.0
08185,1,0.0
08190,1,0.0
082 13,1,0.0
082 53,1,0.0
08221,1,0.0
08227,1,0.0
08241,1,0.0
08243,1,0.0
08271,1,0.0
08280,1,0.0
08289,1,0.0
08296,1,0.0
08299,1,0.0
08304,1,0.0
08310,1,0.0
08315,1,0.0
083200,1,0.0
08340,1,0.0
08389,1,0.0
08390,1,0.0
08430,1,0.0
08496,1,0.0
08501,1,0.0
08507,1,0.0
085100,1,0.0
08538,1,0.0
08540,1,0.0
08543,1,0.0
08560,1,0.0
086 42,1,0.0
08606,1,0.0
08626,1,0.0
08630,1,0.0
08635,1,0.0
08640,1,0.0
08660,1,0.0
087005,1,0.0
0871,1,0.0
087153,1,0.0
08720,1,0.0
08754,1,0.0
08759,1,0.0
08770,1,0.0
08789,1,0.0
08796,1,0.0
08816,1,0.0
08840,1,0.0
08854,1,0.0
08855,1,0.0
08873,1,0.0
08905,1,0.0
08908,1,0.0
08912,1,0.0
0897,1,0.0
08980,1,0.0
089835,1,0.0
09-100,1,0.0
09-410,1,0.0
09-411,1,0.0
09-500,1,0.0
09012,1,0.0
09039,1,0.0
09047,1,0.0
091 01,1,0.0
09100,1,0.0
09116,1,0.0
09119,1,0.0
09120,1,0.0
09122,1,0.0
09140,1,0.0
09195,1,0.0
09217,1,0.0
09240,1,0.0
09247,1,0.0
09250,1,0.0
09290,1,0.0
09300,1,0.0
09301,1,0.0
09303,1,0.0
09306,1,0.0
09308,1,0.0
09310,1,0.0
09313,1,0.0
09319,1,0.0
09392,1,0.0
09405,1,0.0
09427,1,0.0
09435,1,0.0
09450,1,0.0
09456,1,0.0
09500,1,0.0
09557,1,0.0
09599,1,0.0
09600,1,0.0
09603,1,0.0
09629,1,0.0
09661,1,0.0
0978,1,0.0
098449,1,0.0
098633,1,0.0
099253,1,0.0
0X1 2ET,1,0.0
0X14 RY,1,0.0
0X26 6QB,1,0.0
1-08026,1,0.0
10-089,1,0.0
10-417,1,0.0
10-508,1,0.0
10-603,1,0.0
100 29,1,0.0
100 64,1,0.0
100 707,1,0.0
100 74,1,0.0
100 8055,1,0.0
100-6606,1,0.0
100-707,1,0.0
100-8124,1,0.0
100-8601,1,0.0
100-8631,1,0.0
1000 AV,1,0.0
1000 AZ,1,0.0
1000 BL,1,0.0
1000 BN,1,0.0
1000-094,1,0.0
1000-117,1,0.0
100000,1,0.0
10001,1,0.0
10001-2192,1,0.0
10002,1,0.0
100023767,1,0.0
100026,1,0.0
10003-1502,1,0.0
100030,1,0.0
100032,1,0.0
100036,1,0.0
100037,1,0.0
10004,1,0.0
10006,1,0.0
100080,1,0.0
100084,1,0.0
1000AT,1,0.0
1000AZ,1,0.0
1001 BN,1,0.0
10013,1,0.0
100142,1,0.0
10015,1,0.0
10016 NY,1,0.0
10017-575,1,0.0
100197,1,0.0
1001CM,1,0.0
1001GB,1,0.0
10020,1,0.0
10021,1,0.0
100213,1,0.0
10022 4,1,0.0
10026,1,0.0
10028,1,0.0
100282,1,0.0
10029,1,0.0
10036 NY,1,0.0
10041,1,0.0
10042,1,0.0
10043,1,0.0
10044,1,0.0
10048,1,0.0
1006 AG,1,0.0
10064,1,0.0
10065,1,0.0
1006CH,1,0.0
1007 JK,1,0.0
1007 MA,1,0.0
10071,1,0.0
100711 P.R,1,0.0
100723,1,0.0
10074,1,0.0
1008 DE,1,0.0
10080,1,0.0
100803,1,0.0
1008246,1,0.0
100860,1,0.0
1008DE,1,0.0
10090,1,0.0
10091,1,0.0
10092,1,0.0
10099,1,0.0
100NEB,1,0.0
101 00,1,0.0
101 24,1,0.0
101 33,1,0.0
101 58,1,0.0
101-0045,1,0.0
101-0054,1,0.0
101-8011,1,0.0
101-8558,1,0.0
1010130,1,0.0
101014,1,0.0
1011 AR,1,0.0
1011 BV,1,0.0
1011 DK,1,0.0
1011 GK,1,0.0
1011 KA,1,0.0
1011 KD,1,0.0
1011 LN,1,0.0
1011 NA,1,0.0
1011 NG,1,0.0
1011 PD,1,0.0
1011 RL,1,0.0
1011 TJ,1,0.0
1011 TX,1,0.0
1011 VL,1,0.0
1011 VM,1,0.0
10111,1,0.0
10116,1,0.0
1011AB,1,0.0
1011AN,1,0.0
1011BE,1,0.0
1011DJ,1,0.0
1011GK,1,0.0
1011HE,1,0.0
1011JV,1,0.0
1011KK,1,0.0
1011LN,1,0.0
1011ND,1,0.0
1011PG,1,0.0
1011TB,1,0.0
1012 BN,1,0.0
1012 DL,1,0.0
1012 JS,1,0.0
1012 JW,1,0.0
1012 KE,1,0.0
1012 KT,1,0.0
1012 LK,1,0.0
1012 NZ,1,0.0
1012 PA,1,0.0
1012 RB,1,0.0
1012 RC,1,0.0
1012 RR,1,0.0
1012 RW,1,0.0
1012 SE,1,0.0
1012 SJ,1,0.0
1012 SL,1,0.0
1012 VR,1,0.0
1012 WP,1,0.0
1012 WX,1,0.0
1012 XC,1,0.0
101242,1,0.0
10126,1,0.0
10128-1312,1,0.0
101283,1,0.0
1012AB,1,0.0
1012CN,1,0.0
1012EL,1,0.0
1012HX,1,0.0
1012JC,1,0.0
1012JS,1,0.0
1012KD,1,0.0
1012NH,1,0.0
1012NP,1,0.0
1012NR,1,0.0
1012PC,1,0.0
1012RM,1,0.0
1012RT,1,0.0
1012RZ,1,0.0
1012SH,1,0.0
1012VT,1,0.0
1012WR,1,0.0
1012WX,1,0.0
1012XB,1,0.0
1013 AA,1,0.0
1013 AC,1,0.0
1013 AW,1,0.0
1013 BB,1,0.0
1013 BC,1,0.0
1013 BE,1,0.0
1013 BJ,1,0.0
1013 BL,1,0.0
1013 BV,1,0.0
1013 BX,1,0.0
1013 GW,1,0.0
1013 LP,1,0.0
1013 MD,1,0.0
1013 MX,1,0.0
1013 NJ,1,0.0
101300,1,0.0
10138,1,0.0
1013AM,1,0.0
1013AS,1,0.0
1013BH,1,0.0
1013BM,1,0.0
1013DE,1,0.0
1013GL,1,0.0
1013MM,1,0.0
1013RG,1,0.0
1014 AS,1,0.0
1014 AW,1,0.0
1014 BB,1,0.0
1014 BP,1,0.0
1014 BS,1,0.0
1014 BT,1,0.0
10140,1,0.0
10147,1,0.0
10148,1,0.0
1014AN,1,0.0
1014AX,1,0.0
1014BB,1,0.0
1014BL,1,0.0
1014BS,1,0.0
1014BT,1,0.0
1015 AV,1,0.0
1015 BB,1,0.0
1015 BK,1,0.0
1015 BN,1,0.0
1015 CV,1,0.0
1015 HB,1,0.0
1015 VT,1,0.0
10155,1,0.0
10157,1,0.0
1015BE,1,0.0
1015BN,1,0.0
1015BP,1,0.0
1015BT,1,0.0
1015CR,1,0.0
1015CV,1,0.0
1015CW,1,0.0
1015KJ,1,0.0
1015VB,1,0.0
1016 AB,1,0.0
1016 AW,1,0.0
1016 BE,1,0.0
1016 BS,1,0.0
1016 BW,1,0.0
1016 CE,1,0.0
1016 CM,1,0.0
1016 DG,1,0.0
1016 DS,1,0.0
1016 DZ,1,0.0
1016 ET,1,0.0
1016 EV,1,0.0
1016 GH,1,0.0
1016 HJ,1,0.0
1016 KC,1,0.0
1016 PJ,1,0.0
1016 VT,1,0.0
1016 gc,1,0.0
1016 he,1,0.0
10160,1,0.0
10163,1,0.0
1016BE,1,0.0
1016CG,1,0.0
1016DE,1,0.0
1016DK,1,0.0
1016DS,1,0.0
1016DV,1,0.0
1016EE,1,0.0
1016GJ,1,0.0
1016GM,1,0.0
1016HT,1,0.0
1016LZ,1,0.0
1016PL,1,0.0
1017 AK,1,0.0
1017 AW,1,0.0
1017 BB,1,0.0
1017 BN,1,0.0
1017 BX,1,0.0
1017 CG,1,0.0
1017 CH,1,0.0
1017 CJ,1,0.0
1017 DL,1,0.0
1017 DX,1,0.0
1017 EA,1,0.0
1017 EE,1,0.0
1017 EH,1,0.0
1017 EN,1,0.0
1017 ES,1,0.0
1017 ET,1,0.0
1017 GZ,1,0.0
1017 JA,1,0.0
1017 JD,1,0.0
1017 JP,1,0.0
1017 JV,1,0.0
1017 KJ,1,0.0
1017 LC,1,0.0
1017 NA,1,0.0
1017 PK,1,0.0
1017 PS,1,0.0
1017 PW,1,0.0
1017 RC,1,0.0
1017 RR,1,0.0
1017 RV,1,0.0
1017 ST,1,0.0
1017 TM,1,0.0
1017 WC,1,0.0
1017 WV,1,0.0
1017 XD,1,0.0
1017 XK,1,0.0
1017 XL,1,0.0
1017 ZN,1,0.0
1017 ZX,1,0.0
1017 xv,1,0.0
10174,1,0.0
10177,1,0.0
1017BA,1,0.0
1017BB,1,0.0
1017BP,1,0.0
1017BS,1,0.0
1017BX,1,0.0
1017CD,1,0.0
1017CG,1,0.0
1017CH,1,0.0
1017CL,1,0.0
1017DK,1,0.0
1017ED,1,0.0
1017EH,1,0.0
1017EK,1,0.0
1017ET,1,0.0
1017GH,1,0.0
1017GM,1,0.0
1017KE,1,0.0
1017NA,1,0.0
1017NP,1,0.0
1017PR,1,0.0
1017PS,1,0.0
1017RZ,1,0.0
1017VN,1,0.0
1017ZE,1,0.0
1017ZX,1,0.0
1018  AD,1,0.0
1018 AD,1,0.0
1018 AK,1,0.0
1018 CP,1,0.0
1018 DD,1,0.0
1018 DE,1,0.0
1018 DT,1,0.0
1018 DX,1,0.0
1018 EK,1,0.0
1018 ET,1,0.0
1018 GD,1,0.0
1018 GK,1,0.0
1018 HD,1,0.0
1018 JA,1,0.0
1018 MS,1,0.0
1018 RG,1,0.0
1018 TX,1,0.0
1018BH,1,0.0
1018CZ,1,0.0
1018NV,1,0.0
1018TX,1,0.0
1018VS,1,0.0
1018WW,1,0.0
1019 AG,1,0.0
1019 BR,1,0.0
1019 BW,1,0.0
1019 DT,1,0.0
1019 GD,1,0.0
1019 GN,1,0.0
1019 HC,1,0.0
1019 HM,1,0.0
1019 LA,1,0.0
1019 MK,1,0.0
1019 VC,1,0.0
1019AG,1,0.0
1019AJ,1,0.0
1019AT,1,0.0
1019DB,1,0.0
1019EM,1,0.0
1019GW,1,0.0
1019HC,1,0.0
1019HD,1,0.0
1019LJ,1,0.0
1019WN,1,0.0
102 00,1,0.0
102 04,1,0.0
102 29,1,0.0
102 43,1,0.0
102 51,1,0.0
102-0072,1,0.0
102-0073,1,0.0
102-8460,1,0.0
1020084,1,0.0
1021 JT,1,0.0
1021 KE,1,0.0
1021HG,1,0.0
1021JL,1,0.0
1021KN,1,0.0
1021KR,1,0.0
1022,1,0.0
1022 AB,1,0.0
1022 AG,1,0.0
1022-3301,1,0.0
10228,1,0.0
1024 BC,1,0.0
1024 KG,1,0.0
1024 KV,1,0.0
1024 MC,1,0.0
1024ML,1,0.0
1025 LJ,1,0.0
1025 WD,1,0.0
10254,1,0.0
1025AT,1,0.0
1025EX,1,0.0
1025GM,1,0.0
1025JH,1,0.0
1025WJ,1,0.0
1025XE,1,0.0
1026,1,0.0
10265,1,0.0
1027AA,1,0.0
1028,1,0.0
10280,1,0.0
10282,1,0.0
10285,1,0.0
103 24,1,0.0
103 29,1,0.0
103 87,1,0.0
103 90,1,0.0
103 93,1,0.0
103 94,1,0.0
103 99,1,0.0
103-0016,1,0.0
103-8534,1,0.0
1031 HD,1,0.0
1031 HM,1,0.0
1031 HN,1,0.0
1031 HV,1,0.0
1031 HW,1,0.0
1031 KC,1,0.0
1031HD,1,0.0
1031HH,1,0.0
1031HL,1,0.0
1031HN,1,0.0
1031HV,1,0.0
1032 KK,1,0.0
1032 LG,1,0.0
10327,1,0.0
1032LE,1,0.0
1032ZG,1,0.0
1033 MZ,1,0.0
1033 NE,1,0.0
1033 NN,1,0.0
1033 NW,1,0.0
1033 RV,1,0.0
1033 RW,1,0.0
1033 SE,1,0.0
1033 SG,1,0.0
1033 SJ,1,0.0
1033 WB,1,0.0
10330,1,0.0
1033MX,1,0.0
1033NW,1,0.0
1033NX,1,0.0
1033SB,1,0.0
1033SC,1,0.0
1033SE,1,0.0
1033SH,1,0.0
1033WB,1,0.0
1034 ZD,1,0.0
1035 NT,1,0.0
10367,1,0.0
10369,1,0.0
10370,1,0.0
10375,1,0.0
1039,1,0.0
10390,1,0.0
10392,1,0.0
10393,1,0.0
104,1,0.0
104 32,1,0.0
104 43,1,0.0
104 8377,1,0.0
104-0028,1,0.0
104-0061,1,0.0
104-6591,1,0.0
104-8178,1,0.0
104-8340,1,0.0
1040 KH,1,0.0
1040BA,1,0.0
1041 AR,1,0.0
1041 BC,1,0.0
10415,1,0.0
10416,1,0.0
10418,1,0.0
1041AR,1,0.0
1042 AD,1,0.0
1042 AE,1,0.0
1042AB,1,0.0
1042AE,1,0.0
1042AL,1,0.0
1042AX,1,0.0
1042BB,1,0.0
1043 1,1,0.0
1043 AE,1,0.0
1043 AJ,1,0.0
1043 AN,1,0.0
1043 BS,1,0.0
1043 BX,1,0.0
1043 CE,1,0.0
1043 DG,1,0.0
1043 EX,1,0.0
1043 GL,1,0.0
1043 NZ,1,0.0
1043 gr,1,0.0
10431,1,0.0
10435,1,0.0
10436,1,0.0
1043AG,1,0.0
1043AH,1,0.0
1043BS,1,0.0
1043BX,1,0.0
1043CA,1,0.0
1043DP,1,0.0
1043DS,1,0.0
1043GL,1,0.0
1043NX,1,0.0
1043P,1,0.0
1044 AB,1,0.0
1044 AK,1,0.0
1044 AN,1,0.0
10440,1,0.0
1044AN,1,0.0
10450,1,0.0
1045AS,1,0.0
1046,1,0.0
1046 AA,1,0.0
1046 AC,1,0.0
1046 AT,1,0.0
1046 BM,1,0.0
10460,1,0.0
10465,1,0.0
1046AW,1,0.0
1046BD,1,0.0
1046BE,1,0.0
1047,1,0.0
1047 AH,1,0.0
1047 BA,1,0.0
1047 BP,1,0.0
1047 HJ,1,0.0
1047 HM,1,0.0
1047 ba,1,0.0
1047BM,1,0.0
1047HM,1,0.0
1047HN,1,0.0
1047HP,1,0.0
1048,1,0.0
105 45,1,0.0
105 64,1,0.0
105-0001,1,0.0
105-6409,1,0.0
105-7133,1,0.0
105-7201,1,0.0
105-7325,1,0.0
105-8615,1,0.0
105-8688,1,0.0
1050 189,1,0.0
1050-014,1,0.0
1050-021,1,0.0
1050-089,1,0.0
1050-115,1,0.0
1050-124,1,0.0
1050-174,1,0.0
1050012,1,0.0
10504,1,0.0
1050LA,1,0.0
1051 DD,1,0.0
1051 DE,1,0.0
1051 DL,1,0.0
1051 EP,1,0.0
1051 JM,1,0.0
1051 LH,1,0.0
105102,1,0.0
10512,1,0.0
1051LJ,1,0.0
1051PS,1,0.0
1052 AK,1,0.0
1052 GA,1,0.0
1052 HJ,1,0.0
1052LR,1,0.0
1052LZ,1,0.0
1053 KW,1,0.0
1053 LL,1,0.0
